Temperatura maxima x Día,Temperatura minima x Día
88,6
53,47
72,53
36,32
100,77
88,82
85,69
97,7
86,47
84,6
65,52
22,-4
91,68
88,69
83,47
64,42
45,32
86,67
63,32
96,74
63,47
40,21
63,57
32,28
85,76
91,6
53,46
60,42
93,59
48,38
72,45
68,38
58,33
64,37
78,5
66,58
62,3
23,-3
54,28
83,63
83,55
54,37
82,7
35,1
46,26
33,-3
85,46
82,53
37,27
65,34
90,73
82,39
71,53
82,61
64,44
76,32
48,35
78,3
89,67
87,61
66,58
44,32
86,48
34,27
53,42
85,61
71,54
73,39
70,41
32,2
54,47
37,26
94,79
74,56
54,22
37,2
94,59
76,57
79,63
97,79
88,57
106,78
77,54
82,7
94,62
86,79
70,58
51,33
36,3
95,77
92,74
80,58
90,66
79,5
65,52
26,6
64,39
84,72
57,51
41,34
23
34,11
70,39
92,75
56,44
78,48
90,53
97,79
54,33
65,44
81,57
35,-2
55,35
83,63
87,62
40,16
91,67
73,5
52,35
74,59
33,7
90,7
70,5
63,37
85,63
51,29
60,35
73,38
78,52
78,6
60,34
76,43
73,41
83,52
62,33
77,61
37,28
80,56
90,7
54,39
112,88
42,15
69,59
50,31
77,53
78,49
95,6
35,15
52,33
59,5
82,63
62,32
75,45
37,26
74,5
51,3
73,6
90,7
11
34,28
81,48
89,65
90,73
87,66
94,73
88,71
85,43
57,5
96,77
54,39
66,32
91,55
73,5
69,43
95,74
70,57
22,7
31,22
77,58
72,53
101,74
89,71
88,74
61,5
43,38
71,57
60,46
40,21
57,38
89,62
63,38
56,43
80,62
58,23
82,54
72,4
97,81
56,41
61,5
78,68
92,66
38,35
56,43
50,31
72,5
49,21
87,75
69,38
55,29
69,47
89,68
54,34
88,74
12,5
41,24
48,29
80,59
83,61
91,74
43,3
67,55
98,55
49,22
60,4
73,51
90,68
60,48
83,62
85,74
91,73
74,57
55,39
61,47
74,37
83,52
73,41
55,46
86,58
73,53
51,32
86,65
40,27
77,5
75,53
38,9
84,63
69,31
87,74
92,68
95,68
42,26
55,45
69,42
84,46
55,23
83,56
42,14
79,33
82,64
68,41
53,26
77,61
23,11
82,65
-25
91,72
77,66
87,72
39,36
90,65
89,63
90,67
79,51
82,64
70,57
56,41
43,15
84,62
42,32
89,46
75,4
105,63
89,71
50,12
62,28
76,55
37,32
62,54
84,55
78,63
79,64
96,58
92,67
95,78
77,55
68,45
63,42
37,2
72,32
80,65
70,43
86,72
88,76
77,4
88,67
89,46
91,65
48,36
95,74
94,63
94,76
85,61
75,57
54,45
88,68
73,61
73,58
75,5
20,-11
75,44
36,19
78,48
44,23
46,24
79,47
65,33
105,71
93,73
55,27
78,55
77,59
61,52
66,52
35,3
25,17
44,36
94,72
83,68
74,3
42,26
71,62
80,59
81,6
81,53
64,39
54,41
82,75
63,43
77,65
84,7
64,29
76,56
48,3
93,71
40,25
94,63
69,57
36,22
44,38
47,25
68,45
80,49
91,67
55,26
71,38
43,32
43,31
83,48
40,34
65,26
96,68
37,35
65,43
91,63
86,69
87,46
80,6
30,15
39,29
80,37
92,71
48,22
77,45
80,52
82,54
51,22
39,32
28,-1
60,38
86,47
38,26
85,72
98,75
68,6
93,79
73,54
92,6
87,71
63,39
84,72
82,72
92,54
50,24
64,36
96,74
71,42
74,47
99,72
63,46
38,21
76,49
70,42
55,32
70,52
66,44
92,68
64,26
76,62
94,71
34,16
79,57
43,36
43,2
63,22
58,22
78,63
69,59
57,29
79,52
92,74
93,67
64,53
48,2
92,61
60,51
96,79
81,52
69,56
89,62
99,74
27,5
79,63
89,69
33,18
80,56
19,2
66,35
52,28
90,72
71,3
76,63
63,45
84,64
57,35
82,7
86,53
94,76
64,42
96,71
80,75
70,38
39,19
71,34
92,66
94,7
69,55
81,65
42,22
62,52
82,59
82,55
72,47
79,43
62,45
27,1
15,-12
92,59
67,32
59,49
95,73
50,39
87,57
76,55
21,11
79,44
88,6
72,45
72,51
91,5
70,64
27,9
86,6
61,39
44,27
54,45
96,58
51,23
92,64
85,66
32,27
80,67
26,-22
37,33
43,11
81,44
32,14
92,51
96,59
49,2
86,71
84,65
38,32
86,69
94,73
79,56
103,74
83,58
68,52
79,53
45,4
61,34
72,49
66,41
78,58
72,58
42,33
58,38
52,38
47,27
82,77
79,54
96,78
81,54
99,69
85,61
73,52
41,21
54,39
78,53
76,6
50,16
62,39
80,44
84,56
75,6
63,3
17,1
69,46
81,56
88,64
86,76
77,58
66,51
12,-14
72,63
77,45
41,21
75,66
48,29
30,17
78,5
74,53
72,5
78,46
90,72
56,42
92,63
93,74
85,73
72,38
102,68
34,23
77,63
85,57
67,47
76,49
61,44
89,55
54,29
33,28
69,38
60,29
77,49
77,46
66,37
73,41
78,57
69,41
35,28
60,23
35,6
85,64
82,57
84,53
68,59
82,6
80,54
80,55
80,66
62,42
86,73
82,7
53,32
60,49
75,52
42,16
78,58
20
74,68
59,32
79,65
12,-9
63,33
69,46
99,74
38,11
73,36
83,54
63,34
69,37
70,55
46,25
39,25
92,69
70,33
87,47
50,42
85,65
63,41
89,64
39,31
79,65
60,45
66,52
39,17
37,25
74,36
46,32
40,25
62,29
56,41
82,67
-48
42,26
53,38
100,72
68,48
82,64
80,46
89,67
48,34
58,43
71,39
50,42
65,43
77,53
75,65
54,24
64,41
78,68
70,49
43,29
65,46
74,59
83,55
78,39
73,47
84,72
69,43
62,44
84,69
98,8
79,44
72,41
20,5
71,48
87,6
73,46
68,5
36,22
69,43
37,23
80,56
78,56
61,41
46,26
19,7
71,4
57,32
51,26
82,6
84,5
51,39
76,58
80,58
33,14
69,43
68,59
76,55
37,24
65,54
88,46
45,35
62,34
26,1
92,57
87,75
83,62
85,62
46,28
73,55
92,54
79,45
91,63
68,33
51,41
69,55
95,56
86,66
78,68
84,64
87,66
47,42
55,3
36,22
37,21
94,74
42,25
100,76
29,5
72,5
89,68
70,45
77,4
73,52
80,51
56,46
76,49
51,37
63,33
70,43
74,54
98,72
58,53
80,62
78,53
55,35
13,-9
94,74
78,55
61,46
59,35
56,31
60,34
74,42
89,45
71,49
57,47
93,69
64,36
70,62
78,54
63,33
88,8
51,29
75,6
38,16
72,59
77,38
43,3
66,36
81,38
86,7
82,56
81,42
53,24
39,18
71,45
49,26
82,45
78,42
80,52
94,69
38,23
21,15
73,54
89,66
58,46
79,49
88,76
46,42
71,53
94,57
90,74
70,6
64,38
59,2
92,71
75,56
67,35
76,63
89,62
30,21
91,65
73,48
91,71
54,3
64,35
71,58
96,73
71,46
72,29
36,14
98,59
92,62
58,46
90,77
87,72
44,35
56,3
63,53
83,59
76,44
49,27
73,34
79,53
65,47
71,36
93,76
80,68
75,55
80,66
32,23
35,24
83,51
92,74
89,82
68,55
94,76
74,53
78,57
55,39
74,46
98,76
73,56
58,49
82,44
40,12
88,53
40,12
74,61
78,66
68,47
87,73
94,69
61,33
82,57
71,39
55,22
78,71
82,62
73,51
52,39
62,38
84,51
57,26
89,67
81,5
90,7
77,6
79,7
61,42
69,42
86,7
73,52
65,49
89,71
86,56
79,57
81,52
80,54
33,26
65,48
94,71
87,6
50,3
89,71
28,25
62,44
82,64
77,54
83,54
88,55
59,32
76,61
79,46
43,7
55,47
77,5
30,17
87,77
72,54
40,19
72,54
35,2
82,53
81,61
34,3
42,18
71,59
68,54
89,63
58,32
58,31
79,45
91,76
82,41
61,48
80,57
43,3
43,33
85,72
38,2
56,31
-27
62,32
78,64
5,-17
10,-2
69,5
42,26
84,64
79,29
85,56
87,51
53,39
72,41
78,73
62,32
31,2
97,75
89,62
65,49
53,4
81,71
97,68
78,54
51,44
90,54
69,59
40,8
35,14
61,4
104,86
92,65
38,25
65,57
93,75
95,73
98,61
46,17
69,36
46,25
54,35
37,23
80,59
85,55
92,71
56,42
65,37
85,55
37,-11
78,64
88,79
99,74
66,36
68,41
73,56
78,63
92,64
85,66
39,18
82,57
62,45
90,79
73,56
91,56
79,56
73,51
72,34
79,6
96,45
7,-16
90,67
74,46
50,42
78,56
83,52
83,52
79,62
51,13
79,61
46,15
44,3
30,22
47,36
60,48
42,25
73,53
54,47
89,48
76,52
23,18
34,4
72,49
90,79
78,38
82,43
39,26
52,38
58,28
52,36
97,56
93,74
70,46
57,32
53,35
50,32
62,55
46,27
74,52
62,36
82,62
44,14
40,26
47,3
36,18
62,41
57,24
75,51
91,64
100,76
86,59
57,52
81,58
33,17
56,28
82,59
74,45
96,51
72,56
69,61
83,57
83,63
28,12
89,68
84,71
26,15
84,33
82,61
63,45
75,55
64,33
2,-7
72,33
97,68
52,32
0,-30
74,35
97,53
60,43
86,68
89,68
36,23
84,6
95,57
76,61
10,-10
17,-1
84,78
45,23
88,76
91,79
55,46
57,32
55,33
43,34
57,39
85,47
32,1
78,4
98,7
88,6
76,46
110,87
94,71
35,23
43,24
80,67
77,54
71,55
22,5
38,31
61,35
82,48
75,5
90,83
90,56
82,5
71,42
71,46
66,25
86,76
25,1
67,41
69,46
86,67
65,49
67,4
74,43
88,76
15,-21
56,42
28,21
67,52
94,74
54,49
28,16
67,39
69,63
89,78
53,38
30,22
53,24
21,6
21,2
90,73
87,67
62,51
73,56
57,27
42,26
86,46
68,32
64,36
76,55
86,72
93,75
76,57
86,76
71,53
56,31
-79
87,54
92,71
54,4
83,61
86,37
89,44
85,73
60,35
52,26
89,68
54,38
73,46
71,5
55,48
76,37
28,1
70,3
44,27
35,18
85,67
38,-10
78,62
50,35
17,-8
77,64
99,68
54,29
44,33
68,53
89,69
90,65
54,24
41,25
63,3
105,74
88,82
35,24
78,61
99,74
71,47
58,35
68,63
59,47
30,9
82,66
77,66
86,58
47,32
61,33
90,64
83,69
84,68
67,46
63,38
78,5
71,44
73,51
67,45
97,72
89,63
81,62
81,57
87,78
32,26
57,35
64,54
73,67
61,44
99,72
42,28
33,14
94,71
85,71
91,73
89,58
65,5
39,29
89,61
66,61
30,12
71,44
41,33
91,74
75,39
87,63
59,33
38,25
92,77
75,5
68,37
62,42
65,33
79,58
25,2
49,16
32,25
37,29
87,76
82,53
68,39
44,21
88,64
43,2
54,29
66,62
85,58
85,56
56,42
86,61
14,-8
72,6
38,32
53,26
39,23
77,61
41,33
50,33
49,29
69,54
78,57
94,74
70,57
99,79
62,46
59,29
82,54
87,66
96,7
11,-29
25,8
56,43
67,53
102,53
63,5
92,77
96,61
86,6
78,58
81,49
70,32
59,43
62,42
65,4
68,5
92,73
57,39
109,84
55,36
78,62
30,8
75,47
37,16
43,4
64,44
71,3
104,58
87,69
73,51
102,64
56,32
47,13
75,57
55,37
77,56
32,-1
90,69
75,62
43,2
76,56
84,5
74,51
75,66
43,22
82,74
23,5
83,6
75,56
55,41
60,53
41,37
68,53
88,49
83,69
84,68
68,42
95,71
63,32
93,73
57,24
84,65
25,5
78,52
85,65
83,56
62,24
94,67
48,37
97,75
62,55
61,29
63,54
34,16
73,63
84,4
79,66
84,68
85,61
85,68
45,21
68,43
36,13
82,59
88,75
95,53
84,43
71,34
65,46
80,55
57,15
71,51
32,2
93,75
88,66
73,33
34,26
61,39
49,21
72,56
89,72
85,63
67,31
93,75
87,75
70,6
64,4
74,57
21,13
62,36
95,57
82,57
74,62
81,47
93,68
36,26
85,55
75,5
45,3
80,59
65,51
89,73
95,72
70,53
79,53
58,24
78,69
98,55
66,56
63,46
75,54
93,74
80,5
83,5
77,59
44,23
75,5
7,-5
62,5
74,66
50,39
72,55
59,29
67,43
66,51
70,45
13
66,3
68,32
79,61
83,56
48,26
77,45
84,64
75,63
55,35
72,64
73,52
55,3
67,52
36,22
61,46
45,19
73,54
91,68
81,57
79,47
73,4
84,58
68,39
73,64
86,65
82,46
73,46
78,47
46,36
86,58
84,6
70,62
63,27
59,34
38,21
31,26
36,28
77,31
86,69
85,53
83,55
70,37
65,47
58,42
87,58
78,49
99,72
60,26
75,56
98,78
84,72
35,25
34,2
100,74
93,78
82,64
75,63
84,68
93,69
73,5
76,71
84,48
69,56
77,61
65,4
71,47
50,28
94,75
89,78
30,12
48,37
56,46
56,34
54,38
79,49
72,39
73,3
84,55
84,7
95,73
43,2
73,4
76,58
79,59
25,4
36,22
55,28
58,5
77,66
91,68
65,5
59,3
67,5
41,27
37,26
81,7
34,21
59,39
86,6
82,56
92,73
66,57
95,61
70,39
86,61
87,73
88,76
62,47
96,68
79,62
74,37
73,53
47,42
13,-6
77,57
72,49
84,47
93,68
28,16
74,44
75,5
73,36
70,53
86,73
59,41
55,42
88,66
83,62
85,55
70,47
71,52
62,41
97,57
84,52
91,64
89,76
60,36
68,46
24,11
86,58
81,53
92,74
91,75
45,1
89,75
65,47
92,77
63,48
83,76
84,53
63,36
96,58
76,62
58,3
92,6
83,61
82,69
94,63
108,74
73,26
75,52
81,56
78,48
76,6
64,34
44,36
34,22
20,5
89,74
73,59
70,35
40,18
28,22
52,35
28,16
31,27
72,48
82,64
54,28
84,72
77,58
29,17
80,57
21,1
58,4
64,26
93,56
56,32
80,61
81,72
47,23
61,32
66,29
89,65
71,4
63,54
76,34
85,37
60,49
68,52
94,75
68,44
77,5
96,55
90,71
44,35
66,56
80,58
78,63
57,44
33,26
77,54
91,7
81,62
24,14
39,15
44,37
71,52
46,17
81,66
92,72
68,46
95,53
74,65
87,64
43,29
62,38
71,43
53,3
81,52
89,66
73,57
75,48
87,56
89,64
47,31
98,76
71,35
62,47
93,8
57,26
73,4
80,64
87,64
88,65
78,66
77,58
88,73
90,62
47,23
85,62
64,32
61,49
46,3
84,65
87,68
47,4
52,2
87,69
71,56
51,19
97,6
68,45
69,57
81,65
55,44
90,67
66,61
85,58
67,4
54,51
64,54
37,11
81,67
74,62
94,75
70,35
94,66
97,76
80,59
39,11
89,73
62,4
79,5
84,5
74,58
73,56
51,28
38,33
83,53
46,33
106,8
53,35
51,4
72,41
89,64
96,69
61,54
89,6
75,57
61,5
78,55
63,51
44,21
91,72
67,31
61,41
56,38
68,37
74,34
71,49
59,3
60,49
51,26
69,38
74,45
42,33
50,27
65,46
55,35
78,6
12,-4
83,68
55,44
93,58
51,43
51,45
91,69
71,36
68,48
81,66
49,24
43,28
46,34
23,1
91,72
76,53
62,54
77,55
61,54
53,44
94,72
67,34
59,41
86,56
66,37
75,66
58,31
89,67
61,3
20,5
42,8
52,32
13,-16
23,13
58,39
80,68
91,7
89,57
77,54
94,66
78,51
36,22
83,67
62,29
48,23
62,36
46,2
65,44
38,24
69,19
73,56
66,49
62,22
65,37
70,66
96,51
67,27
79,55
71,58
66,34
90,6
80,57
43,17
54,16
57,43
76,37
58,42
53,43
68,45
59,34
74,56
66,46
2,-11
97,73
62,31
30,9
34,27
57,29
91,65
84,61
74,51
72,44
93,64
82,5
51,42
84,62
56,46
85,64
81,72
84,77
75,57
53,46
88,55
89,71
84,59
94,74
101,75
38,33
36,12
79,52
99,75
61,37
83,63
69,39
69,39
88,78
74,45
5,-12
96,65
31,5
58,46
47,23
83,59
85,7
70,54
84,68
91,65
83,56
68,56
62,51
82,53
91,53
62,37
83,68
68,45
81,43
57,36
66,23
77,52
81,49
88,7
82,46
100,65
61,32
53,3
79,52
-37
104,78
84,55
50,35
64,48
81,45
71,38
72,48
62,33
79,44
80,66
91,63
57,35
76,45
100,74
80,5
68,42
73,5
38,19
48,21
90,68
77,52
62,23
82,67
82,57
41,25
42,24
99,99
88,56
90,7
41,25
45,31
48,29
46,16
76,69
60,33
90,67
91,76
41,35
41,33
87,74
68,53
58,34
76,5
77,62
74,6
85,46
59,37
77,68
54,27
98,51
75,39
85,58
99,78
62,4
71,42
77,45
70,52
84,55
90,67
82,67
90,61
53,24
62,36
85,63
78,42
80,46
76,66
67,42
81,59
75,67
88,65
19,1
81,46
38,25
64,34
83,61
80,69
45,34
71,37
57,36
92,77
96,66
68,49
71,54
58,28
77,49
84,45
80,59
50,28
68,46
83,63
70,48
46,36
46,22
92,66
92,6
86,4
45,2
33,2
71,49
46,28
95,72
74,5
81,73
97,7
98,74
61,44
69,42
55,33
89,73
67,53
21,-1
83,63
77,63
90,73
77,6
56,37
76,49
82,63
69,47
78,42
89,66
89,74
70,61
60,33
86,59
78,58
64,31
91,66
57,38
86,54
88,58
66,46
43,35
58,54
35,1
70,54
78,51
96,8
69,38
36,3
52,3
22,8
94,56
74,46
60,4
85,65
94,7
60,35
89,52
83,48
88,62
90,69
94,76
78,41
82,72
67,49
79,66
84,73
63,46
77,66
86,68
70,43
100,76
79,53
72,32
82,67
68,52
30,16
71,39
86,67
48,38
42,22
42,34
52,38
93,68
88,81
14,3
36,24
72,32
90,56
50,45
79,44
90,69
72,61
40,24
78,67
62,3
32,1
95,56
8,-14
53,13
68,48
74,48
75,62
88,52
94,71
-22
83,59
74,34
43,3
71,55
64,54
81,46
40,5
74,49
57,3
85,66
53,35
94,76
103,76
92,63
88,57
27,18
91,49
20,9
73,6
68,48
59,31
64,45
71,41
67,5
70,52
49,27
89,55
72,43
56,4
69,53
80,51
39,22
76,42
74,5
74,39
58,36
97,54
54,3
44,18
57,34
93,57
76,57
35,9
74,67
36,15
56,22
51,28
70,42
20,1
91,57
92,81
76,6
67,41
80,62
80,55
86,68
79,4
86,73
74,45
73,48
80,58
107,89
97,68
65,52
48,22
94,78
80,49
60,31
81,66
52,37
69,47
64,35
87,61
90,63
77,49
64,34
81,61
71,61
81,57
76,51
67,39
86,76
91,68
75,62
93,71
73,53
74,51
91,61
82,63
39,35
72,53
77,45
56,32
92,78
69,33
61,33
31,26
51,38
81,58
28,5
74,43
30,21
92,73
84,57
95,73
89,72
86,51
95,79
39,33
96,71
88,66
78,59
83,76
55,52
74,4
63,58
43,3
10,-1
99,75
55,23
68,41
63,33
43,27
33,4
86,66
69,45
60,28
69,4
79,54
88,69
86,7
93,73
89,71
72,52
48,29
62,43
86,61
50,32
54,31
94,72
63,55
30,13
71,48
75,35
47,25
70,39
90,78
32,28
84,61
26,4
88,75
53,33
74,37
71,49
87,51
63,23
69,44
83,66
30,6
73,52
88,7
84,67
79,66
100,71
30,15
86,73
30,5
84,62
58,34
85,73
88,53
83,61
62,22
91,78
63,48
76,49
62,4
68,42
47,4
89,74
73,3
37,14
37,31
79,52
74,5
18,9
78,55
70,29
51,22
1,-21
17,15
55,33
28,-6
61,43
82,64
64,32
91,76
79,57
73,53
44,28
89,52
79,57
58,5
57,33
68,34
93,49
87,74
68,3
77,42
98,59
38,17
70,48
86,51
76,51
77,54
31,17
98,74
83,54
90,76
58,46
80,57
74,48
48,42
49,3
26,17
92,67
65,5
106,68
95,66
69,67
73,44
63,53
68,53
84,61
65,37
83,57
73,48
63,48
62,57
61,33
44,32
66,43
74,55
90,5
82,46
61,37
90,64
82,51
49,4
83,53
67,57
72,53
81,64
39,21
61,29
73,6
60,49
70,54
54,27
57,34
82,43
76,56
105,7
39,21
75,48
90,67
49,25
54,41
55,46
44,33
81,6
55,34
75,5
67,42
66,38
77,56
80,58
77,52
92,66
87,63
79,67
85,61
87,76
74,69
39,19
72,59
86,62
77,65
93,71
89,7
73,41
82,65
41,-5
78,45
20,-8
80,51
56,37
89,68
57,21
48,26
95,68
20,4
53,48
72,51
90,7
86,53
104,69
61,51
83,47
70,59
74,49
83,72
53,19
53,4
57,42
46,25
3,-36
29,1
28,5
78,7
92,69
65,53
71,59
86,59
93,7
83,6
41,14
77,55
99,71
50,41
84,67
58,43
18,-2
59,42
85,65
50,21
56,29
73,43
91,59
66,33
64,41
67,41
54,24
57,38
78,61
71,48
37,17
92,57
80,72
56,44
55,44
81,54
80,53
96,56
95,74
58,36
88,62
68,39
15,-10
80,39
92,69
82,71
29,9
77,5
73,5
81,6
72,43
77,6
96,7
76,44
92,54
88,6
78,45
26,4
69,52
86,58
14,1
81,56
51,35
33,25
80,63
79,67
78,53
91,59
61,39
53,2
82,59
74,48
41,27
88,67
93,6
46,32
95,6
45,4
96,73
84,64
87,63
59,25
66,43
59,36
38,3
90,71
73,47
81,65
53,21
95,62
95,73
36,2
94,67
71,48
72,51
49,37
33,-3
86,62
26,-5
82,61
72,3
87,51
93,72
85,64
70,4
62,29
75,62
85,73
67,4
101,8
84,7
77,65
72,42
95,7
63,37
56,29
38
65,35
7,-6
85,65
87,7
83,48
46,35
55,43
70,64
85,7
95,53
57,43
25
91,73
78,37
93,66
26,2
41,2
66,37
70,44
67,44
68,46
53,37
70,6
82,5
26,-7
55,25
77,49
89,66
96,65
65,4
73,6
86,78
68,33
79,67
55,29
9,-2
75,51
59,24
57,38
96,76
56,45
89,77
41,19
80,7
47,31
68,39
67,36
74,43
77,55
-62
42,32
94,71
82,6
82,59
102,73
88,78
82,7
61,46
92,73
76,48
44,24
54,47
87,68
79,57
79,68
98,76
88,51
67,5
54,38
91,71
87,71
55,28
90,54
85,57
89,72
54,4
92,73
77,44
57,45
82,58
62,52
18,7
88,48
32,3
35,3
29,15
68,54
74,58
90,6
95,73
58,44
90,68
21,13
82,68
89,67
64,32
93,7
60,23
48,3
91,72
89,59
68,43
57,31
100,72
77,47
48,34
87,75
75,53
33,27
51,42
54,36
14,5
80,49
62,44
88,68
70,57
89,62
67,32
75,63
101,74
35,18
95,74
64,3
75,61
19,-5
60,3
81,53
56,44
49,32
81,51
48,31
84,57
90,68
47,36
46,26
100,7
64,46
74,56
52,45
100,74
84,69
84,72
86,79
65,45
58,33
81,68
96,69
71,61
75,52
60,44
74,4
16,-1
92,69
85,53
89,62
75,71
83,37
70,53
55,34
41,2
44,39
80,57
99,73
55,49
65,38
85,63
43,23
92,69
68,31
96,7
85,49
45,31
67,3
40,32
50,24
80,69
16,-4
60,37
47,22
82,64
90,71
91,68
82,59
49,36
92,62
42,29
96,76
63,53
64,45
91,72
82,61
89,78
21,9
98,58
56,37
78,64
83,71
52,3
77,55
92,69
44,34
56,47
10,-9
90,71
80,5
74,62
55,29
88,5
81,62
73,42
87,57
47,37
49,37
18,-8
78,45
59,25
78,57
88,49
33,23
86,65
69,46
79,46
66,45
21,-16
49,31
70,48
60,29
88,66
70,44
57,42
90,56
96,76
50,28
32,18
70,55
37,22
36,14
56,47
73,58
90,7
75,55
70,43
59,43
41,31
49,41
86,71
84,51
75,51
78,63
54,34
79,49
84,75
73,46
64,5
64,36
55,35
55,44
68,58
34,29
89,83
86,64
74,65
38,2
83,66
56,23
81,45
76,57
90,57
96,73
91,66
80,64
76,64
62,38
45,24
68,44
75,64
82,63
88,68
49,37
56,37
46,28
86,51
16,2
75,52
64,2
65,43
83,63
84,73
25,-1
72,53
36,1
75,53
71,63
56,42
88,7
67,47
54,34
82,54
86,65
65,51
77,55
70,52
45,38
91,72
72,43
61,51
65,41
89,77
55,52
31,26
82,57
75,53
38,2
97,75
87,74
31,23
66,49
75,51
95,62
71,44
73,54
26,16
50,19
67,29
43,3
74,49
39,34
81,54
71,55
87,71
56,42
86,54
86,6
68,45
4,-12
32,24
79,54
91,63
75,62
55,22
68,54
81,68
84,6
87,75
83,55
57,3
55,33
88,73
82,5
84,58
71,45
93,71
95,75
88,71
66,53
91,72
38,33
60,48
43,27
47,25
88,64
78,52
62,41
-19
78,52
87,63
88,72
82,53
45,31
60,27
67,35
89,61
83,64
60,41
72,55
64,39
77,42
87,67
62,41
83,66
91,69
73,38
16,2
68,52
90,72
76,5
98,69
90,62
71,52
76,55
64,58
97,77
41,36
61,44
89,79
56,39
84,66
90,67
93,58
48,28
58,39
67,39
55,34
73,61
63,46
63,36
61,34
71,64
63,46
43,39
38,17
106,77
67,28
82,44
84,47
77,6
88,73
92,77
86,67
40,22
102,76
72,6
72,41
67,39
86,66
65,27
81,57
73,54
64,34
85,68
54,28
51,25
82,57
85,5
49,35
47,24
109,78
31,23
86,59
73,44
41,3
20,7
93,65
53,27
56,45
95,68
51,28
65,32
93,7
58,45
65,53
84,69
90,73
83,68
65,52
55,38
43,3
67,62
59,39
59,38
52,36
86,62
82,75
39,25
84,71
54,43
88,58
92,52
88,65
80,56
88,66
59,27
49,27
91,72
95,73
13,-2
22,7
71,51
89,5
33,18
93,57
47,41
58,5
11,-3
36,25
91,76
76,64
65,57
80,5
23,4
81,64
86,69
69,34
77,59
95,76
12,7
30,19
81,62
82,73
83,59
85,63
46,25
88,56
90,64
51,38
88,68
33,17
71,52
83,54
77,66
57,51
48,34
85,63
19,-5
37,12
57,28
83,72
83,54
92,57
79,63
93,82
56,28
87,72
84,68
98,75
57,18
74,47
45,32
74,52
100,77
57,23
42,14
69,54
68,57
63,54
31,25
87,51
36,6
12,-8
87,53
40,33
76,42
68,5
97,71
93,6
75,51
65,34
81,64
55,43
71,38
57,49
66,56
69,6
88,73
50,21
72,49
113,73
69,45
83,67
19,6
80,5
56,27
50,23
60,31
89,71
60,42
62,3
90,47
58,51
69,41
80,56
30,13
78,5
76,23
69,57
85,6
79,7
82,57
87,65
53,34
72,57
57,4
68,48
81,6
96,53
85,61
63,24
64,54
95,74
107,85
84,66
81,64
92,75
85,71
85,64
37,21
53,47
76,47
51,44
80,55
45,13
95,69
81,52
67,6
32,15
69,5
44,7
68,5
62,47
92,67
63,42
83,71
84,63
43,21
86,64
73,36
96,67
50,36
57,34
47,24
53,25
44,26
58,4
86,58
68,34
12,-4
77,32
64,54
87,61
54,31
79,53
82,6
35,18
77,57
49,26
88,68
91,69
52,31
88,63
89,76
92,68
80,62
83,66
71,39
85,77
96,62
2,-4
80,54
54,45
92,69
57,43
32,-14
82,64
64,53
67,55
75,47
78,66
68,4
65,28
62,42
91,63
9
72,56
63,53
56,37
39,32
26,18
77,37
24,-1
28,24
81,66
83,71
78,62
52,34
60,27
84,47
95,66
93,82
25,17
64,48
31,18
49,27
82,56
69,55
79,53
92,64
48,34
60,25
75,47
58,44
75,64
81,48
52,25
38,16
69,42
91,64
37,33
91,63
64,43
45,25
73,69
86,51
28,18
88,63
47,34
88,76
80,48
66,46
59,36
73,31
61,48
98,63
62,35
52,33
75,6
76,5
83,66
53,23
67,41
87,59
54,4
84,47
85,49
75,39
89,59
68,38
54,3
67,25
83,7
74,46
55,28
94,71
91,54
54,34
81,66
49,3
99,79
49,37
94,74
59,39
92,71
87,73
55,33
76,62
96,75
38,17
92,69
92,71
68,55
98,57
86,59
20,15
57,36
81,7
48,21
54,45
79,45
68,37
94,76
92,58
66,34
46,28
84,5
79,63
48,35
49,24
12,2
85,68
92,72
50,19
76,43
81,56
53,45
59,51
64,23
30,21
82,66
84,41
49,4
60,37
48,25
65,53
59,52
78,57
64,39
82,66
41,5
85,78
88,68
78,66
86,69
83,61
65,35
68,36
77,45
44,28
38,3
61,32
97,69
92,59
44,25
53,4
69,31
30,19
51,25
56,49
98,69
74,63
99,75
78,37
66,47
97,72
63,43
82,57
82,58
105,68
43,3
77,61
79,66
78,53
25,8
30,-1
49,4
81,49
91,72
67,43
48,22
38,14
67,56
88,62
47,35
53,36
13
81,44
89,68
93,59
75,67
11
81,6
79,51
88,75
57,34
73,34
61,43
67,41
79,49
86,55
62,32
77,59
68,36
84,69
88,62
96,75
92,76
45,21
32,1
87,57
92,71
86,45
49,29
90,68
75,36
68,46
54,38
58,5
82,37
60,51
45,31
49,39
47,18
98,59
21,1
45,27
95,73
83,55
70,41
90,74
63,43
49,35
76,71
75,44
45,18
36,7
59,32
81,66
21,7
66,41
57,24
73,64
76,48
47,31
92,69
55,41
77,38
81,57
61,23
92,78
94,5
62,49
86,59
68,44
77,68
65,32
76,59
73,6
57,37
81,55
45,11
84,71
92,75
24,11
-30
68,32
78,69
64,47
51,3
84,68
71,37
49,34
45,33
24,7
39,28
11,-6
91,75
66,57
64,53
98,63
99,77
87,7
49,29
85,68
84,61
58,39
90,56
35,25
78,64
95,78
40,27
62,31
79,61
83,72
90,69
94,73
99,76
31,21
39,32
73,47
51,45
81,54
77,32
70,52
68,55
75,48
51,24
77,58
87,73
45,38
91,72
89,61
35,3
91,63
66,53
83,5
81,64
80,57
86,65
97,66
66,35
